ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
2020-08-02 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,1184.0,2.0,766.0
2020-08-02 00:00:00,Delhi,India,2021-04-02 15:13:53,137677.0,4004.0,123317.0
2020-08-02 00:00:00,Goa,India,2021-04-02 15:13:53,6530.0,53.0,4668.0
2020-08-02 00:00:00,Gujarat,India,2021-04-02 15:13:53,63562.0,2486.0,46504.0
2020-08-02 00:00:00,Haryana,India,2021-04-02 15:13:53,36519.0,433.0,29690.0
2020-08-02 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,2703.0,14.0,1559.0
2020-08-02 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,21416.0,396.0,13127.0
2020-08-02 00:00:00,Jharkhand,India,2021-04-02 15:13:53,12523.0,118.0,4682.0
2020-08-02 00:00:00,Karnataka,India,2021-04-02 15:13:53,134819.0,2496.0,57725.0
2020-08-02 00:00:00,Kerala,India,2021-04-02 15:13:53,25911.0,82.0,14463.0
2020-08-02 00:00:00,Ladakh,India,2021-04-02 15:13:53,1466.0,7.0,1108.0
2020-08-02 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-02 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,33535.0,886.0,23550.0
2020-08-02 00:00:00,Maharashtra,India,2021-04-02 15:13:53,441228.0,15576.0,276809.0
2020-08-02 00:00:00,Manipur,India,2021-04-02 15:13:53,2831.0,7.0,1737.0
2020-08-02 00:00:00,Meghalaya,India,2021-04-02 15:13:53,874.0,5.0,264.0
2020-08-02 00:00:00,Mizoram,India,2021-04-02 15:13:53,482.0,0.0,258.0
2020-08-02 00:00:00,Nagaland,India,2021-04-02 15:13:53,1935.0,5.0,648.0
2020-08-02 00:00:00,Odisha,India,2021-04-02 15:13:53,34913.0,197.0,21955.0
2020-08-02 00:00:00,Puducherry,India,2021-04-02 15:13:53,3806.0,52.0,2309.0
2020-08-02 00:00:00,Punjab,India,2021-04-02 15:13:53,17853.0,423.0,11466.0
2020-08-02 00:00:00,Rajasthan,India,2021-04-02 15:13:53,43804.0,703.0,30710.0
2020-08-02 00:00:00,Sikkim,India,2021-04-02 15:13:53,658.0,1.0,289.0
2020-08-02 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,257613.0,4132.0,196483.0
2020-08-02 00:00:00,Telangana,India,2021-04-02 15:13:53,66677.0,540.0,47590.0
2020-08-02 00:00:00,Tripura,India,2021-04-02 15:13:53,5374.0,27.0,3605.0
2020-08-02 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-02 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,92921.0,1730.0,53168.0
2020-08-02 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,7593.0,86.0,4437.0
2020-08-02 00:00:00,West Bengal,India,2021-04-02 15:13:53,75516.0,1678.0,52730.0
2020-08-03 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,830.0,10.0,263.0
2020-08-03 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,166586.0,1537.0,88672.0
2020-08-03 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,1758.0,3.0,1063.0
2020-08-03 00:00:00,Assam,India,2021-04-02 15:13:53,45275.0,109.0,33428.0
2020-08-03 00:00:00,Bihar,India,2021-04-02 15:13:53,59328.0,330.0,38228.0
2020-08-03 00:00:00,Chandigarh,India,2021-04-02 15:13:53,1159.0,19.0,706.0
2020-08-03 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,9779.0,61.0,7256.0
2020-08-03 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,1274.0,2.0,860.0
2020-08-03 00:00:00,Delhi,India,2021-04-02 15:13:53,138482.0,4021.0,124254.0
2020-08-03 00:00:00,Goa,India,2021-04-02 15:13:53,6816.0,56.0,4876.0
2020-08-03 00:00:00,Gujarat,India,2021-04-02 15:13:53,64585.0,2508.0,47478.0
2020-08-03 00:00:00,Haryana,India,2021-04-02 15:13:53,37173.0,440.0,30470.0
2020-08-03 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,2818.0,14.0,1658.0
2020-08-03 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,22006.0,407.0,14032.0
2020-08-03 00:00:00,Jharkhand,India,2021-04-02 15:13:53,13478.0,125.0,4792.0
2020-08-03 00:00:00,Karnataka,India,2021-04-02 15:13:53,139571.0,2594.0,62500.0
2020-08-03 00:00:00,Kerala,India,2021-04-02 15:13:53,26873.0,84.0,15278.0
2020-08-03 00:00:00,Ladakh,India,2021-04-02 15:13:53,1485.0,7.0,1109.0
2020-08-03 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-03 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,34285.0,900.0,24099.0
2020-08-03 00:00:00,Maharashtra,India,2021-04-02 15:13:53,450196.0,15842.0,287030.0
2020-08-03 00:00:00,Manipur,India,2021-04-02 15:13:53,2920.0,7.0,1766.0
2020-08-03 00:00:00,Meghalaya,India,2021-04-02 15:13:53,902.0,5.0,264.0
2020-08-03 00:00:00,Mizoram,India,2021-04-02 15:13:53,501.0,0.0,266.0
2020-08-03 00:00:00,Nagaland,India,2021-04-02 15:13:53,2129.0,5.0,657.0
2020-08-03 00:00:00,Odisha,India,2021-04-02 15:13:53,36297.0,207.0,23074.0
2020-08-03 00:00:00,Puducherry,India,2021-04-02 15:13:53,3982.0,56.0,2411.0
2020-08-03 00:00:00,Punjab,India,2021-04-02 15:13:53,18527.0,442.0,11882.0
2020-08-03 00:00:00,Rajasthan,India,2021-04-02 15:13:53,44975.0,715.0,31458.0
2020-08-03 00:00:00,Sikkim,India,2021-04-02 15:13:53,688.0,1.0,297.0
2020-08-03 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,263222.0,4241.0,202283.0
2020-08-03 00:00:00,Telangana,India,2021-04-02 15:13:53,68946.0,563.0,49675.0
2020-08-03 00:00:00,Tripura,India,2021-04-02 15:13:53,5505.0,28.0,3675.0
2020-08-03 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-03 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,97362.0,1778.0,55393.0
2020-08-03 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,7800.0,90.0,4538.0
2020-08-03 00:00:00,West Bengal,India,2021-04-02 15:13:53,78232.0,1731.0,54818.0
2020-08-04 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,928.0,12.0,277.0
2020-08-04 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,176333.0,1604.0,95625.0
2020-08-04 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,1790.0,3.0,1105.0
2020-08-04 00:00:00,Assam,India,2021-04-02 15:13:53,48161.0,115.0,34421.0
2020-08-04 00:00:00,Bihar,India,2021-04-02 15:13:53,61788.0,347.0,40348.0
2020-08-04 00:00:00,Chandigarh,India,2021-04-02 15:13:53,1206.0,20.0,715.0
2020-08-04 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,10202.0,69.0,7613.0
2020-08-04 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,1325.0,2.0,919.0
2020-08-04 00:00:00,Delhi,India,2021-04-02 15:13:53,139156.0,4033.0,125226.0
2020-08-04 00:00:00,Goa,India,2021-04-02 15:13:53,7075.0,60.0,5114.0
2020-08-04 00:00:00,Gujarat,India,2021-04-02 15:13:53,65599.0,2533.0,48376.0
2020-08-04 00:00:00,Haryana,India,2021-04-02 15:13:53,37796.0,448.0,31226.0
2020-08-04 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,2879.0,14.0,1710.0
2020-08-04 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,22396.0,417.0,14856.0
2020-08-04 00:00:00,Jharkhand,India,2021-04-02 15:13:53,13940.0,128.0,5164.0
2020-08-04 00:00:00,Karnataka,India,2021-04-02 15:13:53,145830.0,2704.0,69272.0
2020-08-04 00:00:00,Kerala,India,2021-04-02 15:13:53,27956.0,87.0,16299.0
2020-08-04 00:00:00,Ladakh,India,2021-04-02 15:13:53,1534.0,7.0,1127.0
2020-08-04 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-04 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,35082.0,912.0,25414.0
2020-08-04 00:00:00,Maharashtra,India,2021-04-02 15:13:53,457956.0,16142.0,299356.0
2020-08-04 00:00:00,Manipur,India,2021-04-02 15:13:53,3018.0,7.0,1814.0
2020-08-04 00:00:00,Meghalaya,India,2021-04-02 15:13:53,917.0,5.0,330.0
2020-08-04 00:00:00,Mizoram,India,2021-04-02 15:13:53,504.0,0.0,282.0
2020-08-04 00:00:00,Nagaland,India,2021-04-02 15:13:53,2405.0,5.0,659.0
2020-08-04 00:00:00,Odisha,India,2021-04-02 15:13:53,37681.0,216.0,24483.0
2020-08-04 00:00:00,Puducherry,India,2021-04-02 15:13:53,4147.0,58.0,2537.0
2020-08-04 00:00:00,Punjab,India,2021-04-02 15:13:53,19015.0,462.0,12491.0
2020-08-04 00:00:00,Rajasthan,India,2021-04-02 15:13:53,46679.0,732.0,32832.0
2020-08-04 00:00:00,Sikkim,India,2021-04-02 15:13:53,783.0,1.0,299.0
2020-08-04 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,268285.0,4349.0,208784.0
2020-08-04 00:00:00,Telangana,India,2021-04-02 15:13:53,70958.0,576.0,50814.0
2020-08-04 00:00:00,Tripura,India,2021-04-02 15:13:53,5628.0,30.0,3725.0
2020-08-04 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-04 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,100310.0,1817.0,57271.0
2020-08-04 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,8008.0,95.0,4847.0
2020-08-04 00:00:00,West Bengal,India,2021-04-02 15:13:53,80984.0,1785.0,56884.0
2020-08-05 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,1027.0,14.0,326.0
2020-08-05 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,186461.0,1681.0,104354.0
2020-08-05 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,1855.0,3.0,1210.0
2020-08-05 00:00:00,Assam,India,2021-04-02 15:13:53,50445.0,121.0,35892.0
2020-08-05 00:00:00,Bihar,India,2021-04-02 15:13:53,64770.0,355.0,42414.0
2020-08-05 00:00:00,Chandigarh,India,2021-04-02 15:13:53,1270.0,20.0,715.0
2020-08-05 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,10407.0,71.0,7871.0
2020-08-05 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,1366.0,2.0,960.0
2020-08-05 00:00:00,Delhi,India,2021-04-02 15:13:53,140232.0,4044.0,126116.0
2020-08-05 00:00:00,Goa,India,2021-04-02 15:13:53,7423.0,64.0,5287.0
2020-08-05 00:00:00,Gujarat,India,2021-04-02 15:13:53,66669.0,2556.0,49433.0
2020-08-05 00:00:00,Haryana,India,2021-04-02 15:13:53,38548.0,455.0,31960.0
2020-08-05 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,2916.0,14.0,1762.0
2020-08-05 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,22955.0,426.0,15244.0
2020-08-05 00:00:00,Jharkhand,India,2021-04-02 15:13:53,14888.0,136.0,5703.0
2020-08-05 00:00:00,Karnataka,India,2021-04-02 15:13:53,151449.0,2804.0,74679.0
2020-08-05 00:00:00,Kerala,India,2021-04-02 15:13:53,29151.0,94.0,17533.0
2020-08-05 00:00:00,Ladakh,India,2021-04-02 15:13:53,1592.0,7.0,1164.0
2020-08-05 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-05 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,35734.0,929.0,26064.0
2020-08-05 00:00:00,Maharashtra,India,2021-04-02 15:13:53,468265.0,16476.0,305521.0
2020-08-05 00:00:00,Manipur,India,2021-04-02 15:13:53,3093.0,7.0,1862.0
2020-08-05 00:00:00,Meghalaya,India,2021-04-02 15:13:53,929.0,5.0,330.0
2020-08-05 00:00:00,Mizoram,India,2021-04-02 15:13:53,537.0,0.0,286.0
2020-08-05 00:00:00,Nagaland,India,2021-04-02 15:13:53,2498.0,6.0,685.0
2020-08-05 00:00:00,Odisha,India,2021-04-02 15:13:53,39018.0,225.0,25738.0
2020-08-05 00:00:00,Puducherry,India,2021-04-02 15:13:53,4433.0,65.0,2668.0
2020-08-05 00:00:00,Punjab,India,2021-04-02 15:13:53,19856.0,491.0,12943.0
2020-08-05 00:00:00,Rajasthan,India,2021-04-02 15:13:53,47272.0,745.0,33849.0
2020-08-05 00:00:00,Sikkim,India,2021-04-02 15:13:53,800.0,1.0,303.0
2020-08-05 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,273460.0,4461.0,214815.0
2020-08-05 00:00:00,Telangana,India,2021-04-02 15:13:53,73050.0,589.0,52103.0
2020-08-05 00:00:00,Tripura,India,2021-04-02 15:13:53,5725.0,31.0,3793.0
2020-08-05 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-05 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,104388.0,1857.0,60558.0
2020-08-05 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,8254.0,98.0,5233.0
2020-08-05 00:00:00,West Bengal,India,2021-04-02 15:13:53,83800.0,1846.0,58962.0
2020-08-06 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,1123.0,16.0,355.0
2020-08-06 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,196789.0,1753.0,112870.0
2020-08-06 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,1948.0,3.0,1245.0
2020-08-06 00:00:00,Assam,India,2021-04-02 15:13:53,52817.0,126.0,37224.0
2020-08-06 00:00:00,Bihar,India,2021-04-02 15:13:53,67788.0,363.0,43537.0
2020-08-06 00:00:00,Chandigarh,India,2021-04-02 15:13:53,1327.0,20.0,777.0
2020-08-06 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,10932.0,77.0,8088.0
2020-08-06 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,1391.0,2.0,973.0
2020-08-06 00:00:00,Delhi,India,2021-04-02 15:13:53,141531.0,4059.0,127124.0
2020-08-06 00:00:00,Goa,India,2021-04-02 15:13:53,7614.0,66.0,5453.0
2020-08-06 00:00:00,Gujarat,India,2021-04-02 15:13:53,67699.0,2583.0,50350.0
2020-08-06 00:00:00,Haryana,India,2021-04-02 15:13:53,39303.0,458.0,32640.0
2020-08-06 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,3047.0,14.0,1865.0
2020-08-06 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,23454.0,436.0,15708.0
2020-08-06 00:00:00,Jharkhand,India,2021-04-02 15:13:53,15756.0,145.0,6594.0
2020-08-06 00:00:00,Karnataka,India,2021-04-02 15:13:53,158254.0,2897.0,80281.0
2020-08-06 00:00:00,Kerala,India,2021-04-02 15:13:53,30449.0,97.0,18333.0
2020-08-06 00:00:00,Ladakh,India,2021-04-02 15:13:53,1595.0,7.0,1177.0
2020-08-06 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-06 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,36564.0,946.0,26902.0
2020-08-06 00:00:00,Maharashtra,India,2021-04-02 15:13:53,479779.0,16792.0,316375.0
2020-08-06 00:00:00,Manipur,India,2021-04-02 15:13:53,3217.0,8.0,1905.0
2020-08-06 00:00:00,Meghalaya,India,2021-04-02 15:13:53,990.0,5.0,345.0
2020-08-06 00:00:00,Mizoram,India,2021-04-02 15:13:53,539.0,0.0,288.0
2020-08-06 00:00:00,Nagaland,India,2021-04-02 15:13:53,2580.0,6.0,819.0
2020-08-06 00:00:00,Odisha,India,2021-04-02 15:13:53,40717.0,235.0,26888.0
2020-08-06 00:00:00,Puducherry,India,2021-04-02 15:13:53,4621.0,70.0,2808.0
2020-08-06 00:00:00,Punjab,India,2021-04-02 15:13:53,20891.0,517.0,13659.0
2020-08-06 00:00:00,Rajasthan,India,2021-04-02 15:13:53,48996.0,757.0,35131.0
2020-08-06 00:00:00,Sikkim,India,2021-04-02 15:13:53,829.0,1.0,353.0
2020-08-06 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,279144.0,4571.0,221087.0
2020-08-06 00:00:00,Telangana,India,2021-04-02 15:13:53,75257.0,601.0,53239.0
2020-08-06 00:00:00,Tripura,India,2021-04-02 15:13:53,5853.0,36.0,3860.0
2020-08-06 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-06 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,108974.0,1918.0,63402.0
2020-08-06 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,8552.0,98.0,5427.0
2020-08-06 00:00:00,West Bengal,India,2021-04-02 15:13:53,86754.0,1902.0,61023.0
2020-08-07 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,1222.0,19.0,425.0
2020-08-07 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,206960.0,1842.0,120464.0
2020-08-07 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,2049.0,3.0,1326.0
2020-08-07 00:00:00,Assam,India,2021-04-02 15:13:53,55496.0,132.0,38809.0
2020-08-07 00:00:00,Bihar,India,2021-04-02 15:13:53,71304.0,369.0,44482.0
2020-08-07 00:00:00,Chandigarh,India,2021-04-02 15:13:53,1374.0,23.0,820.0
2020-08-07 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,11408.0,87.0,8319.0
2020-08-07 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,1437.0,2.0,1014.0
2020-08-07 00:00:00,Delhi,India,2021-04-02 15:13:53,142723.0,4082.0,128232.0
2020-08-07 00:00:00,Goa,India,2021-04-02 15:13:53,7947.0,70.0,5595.0
2020-08-07 00:00:00,Gujarat,India,2021-04-02 15:13:53,68768.0,2605.0,51720.0
2020-08-07 00:00:00,Haryana,India,2021-04-02 15:13:53,40054.0,467.0,33444.0
2020-08-07 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,3150.0,14.0,1954.0
2020-08-07 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,23927.0,449.0,16218.0
2020-08-07 00:00:00,Jharkhand,India,2021-04-02 15:13:53,16465.0,151.0,7391.0
2020-08-07 00:00:00,Karnataka,India,2021-04-02 15:13:53,164924.0,2998.0,84232.0
2020-08-07 00:00:00,Kerala,India,2021-04-02 15:13:53,31700.0,102.0,19147.0
2020-08-07 00:00:00,Ladakh,India,2021-04-02 15:13:53,1614.0,9.0,1194.0
2020-08-07 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-07 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,37298.0,962.0,27621.0
2020-08-07 00:00:00,Maharashtra,India,2021-04-02 15:13:53,490262.0,17092.0,327281.0
2020-08-07 00:00:00,Manipur,India,2021-04-02 15:13:53,3466.0,10.0,1926.0
2020-08-07 00:00:00,Meghalaya,India,2021-04-02 15:13:53,1006.0,5.0,411.0
2020-08-07 00:00:00,Mizoram,India,2021-04-02 15:13:53,566.0,0.0,289.0
2020-08-07 00:00:00,Nagaland,India,2021-04-02 15:13:53,2657.0,7.0,824.0
2020-08-07 00:00:00,Odisha,India,2021-04-02 15:13:53,42550.0,247.0,28698.0
2020-08-07 00:00:00,Puducherry,India,2021-04-02 15:13:53,4862.0,75.0,2914.0
2020-08-07 00:00:00,Punjab,India,2021-04-02 15:13:53,21930.0,539.0,14040.0
2020-08-07 00:00:00,Rajasthan,India,2021-04-02 15:13:53,50157.0,767.0,36195.0
2020-08-07 00:00:00,Sikkim,India,2021-04-02 15:13:53,854.0,1.0,406.0
2020-08-07 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,285024.0,4690.0,227575.0
2020-08-07 00:00:00,Telangana,India,2021-04-02 15:13:53,77513.0,615.0,54330.0
2020-08-07 00:00:00,Tripura,India,2021-04-02 15:13:53,5999.0,37.0,4084.0
2020-08-07 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-07 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,113378.0,1981.0,66834.0
2020-08-07 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,8901.0,112.0,5731.0
2020-08-07 00:00:00,West Bengal,India,2021-04-02 15:13:53,89666.0,1954.0,63060.0
2020-08-08 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,1351.0,20.0,500.0
2020-08-08 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,217040.0,1939.0,129615.0
2020-08-08 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,2117.0,3.0,1430.0
2020-08-08 00:00:00,Assam,India,2021-04-02 15:13:53,57714.0,140.0,40591.0
2020-08-08 00:00:00,Bihar,India,2021-04-02 15:13:53,75294.0,382.0,48243.0
2020-08-08 00:00:00,Chandigarh,India,2021-04-02 15:13:53,1426.0,24.0,872.0
2020-08-08 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,11743.0,89.0,8582.0
2020-08-08 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,1456.0,2.0,1037.0
2020-08-08 00:00:00,Delhi,India,2021-04-02 15:13:53,144127.0,4098.0,129362.0
2020-08-08 00:00:00,Goa,India,2021-04-02 15:13:53,8206.0,72.0,5802.0
2020-08-08 00:00:00,Gujarat,India,2021-04-02 15:13:53,69869.0,2628.0,52855.0
2020-08-08 00:00:00,Haryana,India,2021-04-02 15:13:53,40843.0,474.0,34031.0
2020-08-08 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,3264.0,14.0,2081.0
2020-08-08 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,24390.0,459.0,16667.0
2020-08-08 00:00:00,Jharkhand,India,2021-04-02 15:13:53,17094.0,155.0,8123.0
2020-08-08 00:00:00,Karnataka,India,2021-04-02 15:13:53,172102.0,3091.0,89238.0
2020-08-08 00:00:00,Kerala,India,2021-04-02 15:13:53,33120.0,106.0,20862.0
2020-08-08 00:00:00,Ladakh,India,2021-04-02 15:13:53,1639.0,9.0,1214.0
2020-08-08 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-08 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,38157.0,977.0,28353.0
2020-08-08 00:00:00,Maharashtra,India,2021-04-02 15:13:53,503084.0,17367.0,338362.0
2020-08-08 00:00:00,Manipur,India,2021-04-02 15:13:53,3635.0,11.0,1927.0
2020-08-08 00:00:00,Meghalaya,India,2021-04-02 15:13:53,1023.0,6.0,423.0
2020-08-08 00:00:00,Mizoram,India,2021-04-02 15:13:53,593.0,0.0,296.0
2020-08-08 00:00:00,Nagaland,India,2021-04-02 15:13:53,2688.0,7.0,896.0
2020-08-08 00:00:00,Odisha,India,2021-04-02 15:13:53,44193.0,259.0,30242.0
2020-08-08 00:00:00,Puducherry,India,2021-04-02 15:13:53,5123.0,80.0,3054.0
2020-08-08 00:00:00,Punjab,India,2021-04-02 15:13:53,22928.0,562.0,14880.0
2020-08-08 00:00:00,Rajasthan,India,2021-04-02 15:13:53,51328.0,778.0,37163.0
2020-08-08 00:00:00,Sikkim,India,2021-04-02 15:13:53,860.0,1.0,470.0
2020-08-08 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,290907.0,4808.0,232618.0
2020-08-08 00:00:00,Telangana,India,2021-04-02 15:13:53,79495.0,627.0,55999.0
2020-08-08 00:00:00,Tripura,India,2021-04-02 15:13:53,6146.0,41.0,4176.0
2020-08-08 00:00:00,Unknown,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-08 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,118038.0,2028.0,69833.0
2020-08-08 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,9402.0,117.0,5963.0
2020-08-08 00:00:00,West Bengal,India,2021-04-02 15:13:53,92615.0,2005.0,65124.0
2020-08-09 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,1490.0,20.0,648.0
2020-08-09 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,227860.0,2036.0,138712.0
2020-08-09 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,2155.0,3.0,1482.0
2020-08-09 00:00:00,Assam,India,2021-04-02 15:13:53,58837.0,145.0,42325.0
2020-08-09 00:00:00,Bihar,India,2021-04-02 15:13:53,79451.0,387.0,51158.0
2020-08-09 00:00:00,Chandigarh,India,2021-04-02 15:13:53,1515.0,25.0,904.0
2020-08-09 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,12148.0,96.0,8809.0
2020-08-09 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,1564.0,2.0,1121.0
2020-08-09 00:00:00,Delhi,India,2021-04-02 15:13:53,145427.0,4111.0,130587.0
2020-08-09 00:00:00,Goa,India,2021-04-02 15:13:53,8712.0,75.0,5995.0
2020-08-09 00:00:00,Gujarat,India,2021-04-02 15:13:53,70965.0,2652.0,54166.0
2020-08-09 00:00:00,Haryana,India,2021-04-02 15:13:53,41635.0,483.0,34781.0
2020-08-09 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,3371.0,15.0,2181.0
2020-08-09 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,24897.0,472.0,17003.0
2020-08-09 00:00:00,Jharkhand,India,2021-04-02 15:13:53,18138.0,177.0,8838.0
2020-08-09 00:00:00,Karnataka,India,2021-04-02 15:13:53,178087.0,3198.0,93908.0
2020-08-09 00:00:00,Kerala,India,2021-04-02 15:13:53,34331.0,108.0,21832.0
2020-08-09 00:00:00,Ladakh,India,2021-04-02 15:13:53,1688.0,9.0,1222.0
2020-08-09 00:00:00,Lakshadweep,India,2021-04-02 15:13:53,0.0,0.0,0.0
2020-08-09 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,39025.0,996.0,29020.0
2020-08-09 00:00:00,Maharashtra,India,2021-04-02 15:13:53,515332.0,17757.0,351710.0
2020-08-09 00:00:00,Manipur,India,2021-04-02 15:13:53,3753.0,11.0,2044.0
2020-08-09 00:00:00,Meghalaya,India,2021-04-02 15:13:53,1062.0,6.0,490.0
2020-08-09 00:00:00,Mizoram,India,2021-04-02 15:13:53,620.0,0.0,298.0
2020-08-09 00:00:00,Nagaland,India,2021-04-02 15:13:53,2781.0,8.0,904.0
2020-08-09 00:00:00,Odisha,India,2021-04-02 15:13:53,45927.0,272.0,31785.0
2020-08-09 00:00:00,Puducherry,India,2021-04-02 15:13:53,5382.0,87.0,3201.0
2020-08-09 00:00:00,Punjab,India,2021-04-02 15:13:53,23903.0,586.0,15319.0
2020-08-09 00:00:00,Rajasthan,India,2021-04-02 15:13:53,52497.0,789.0,38235.0
2020-08-09 00:00:00,Sikkim,India,2021-04-02 15:13:53,866.0,1.0,494.0
2020-08-09 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,296901.0,4927.0,238638.0
